description,name,source,url
"🆕 **July 2026**. Real-time video/world transformation model behind Decart's ""Live AI"" push — continuous infinite video with physically-aware effects, billed as ~100× more efficient than persistent-compute approaches. Positioned for live streams, interactive world models and robotics/AV simulation.",Decart Lucy 2.5,GitHub Awesome,https://decart.ai/
"🆕 2026 ""audio layer of the internet"" — 70+ language TTS with emotional Audio Tags, plus the AIUC-1-certified ElevenAgents voice-agent platform with multimodal messages, conversation topic discovery, and pre-tool speech controls. **July 2026 update**: Music Finetunes API (programmatic custom model management), per-agent sentiment analysis, nested agent transfers, RAG knowledge-base queries, auto-translated transcripts, faster generation with improved tonal consistency for long audio.",ElevenLabs Eleven v3 + ElevenAgents,GitHub Awesome,https://elevenlabs.io/agents
🆕 ElevenLabs' music generation and live transcription stack.,Eleven Music + Scribe v2 Realtime,GitHub Awesome,https://elevenlabs.io/
🆕 **2026**. State-space-model TTS hitting ~40-90ms time-to-first-audio (Sonic 3.5 GA May 2026); powers the **Line** voice-agent platform (Line agents run on Sonic 3.5 TTS + Ink-2 STT by default since May 2026).,Cartesia Sonic 3 / 3.5,GitHub Awesome,https://cartesia.ai/blog/introducing-line-for-voice-agents
"🆕 **April 2026**. Speech-to-text in 45+ languages, sub-200ms TTS, conversational STT with mid-call language switching across 10 languages.",Deepgram Nova-3 + Aura-2 + Flux Multilingual,GitHub Awesome,https://deepgram.com/learn/best-voice-ai-agents-2026-buyers-guide
"🆕 ⚡ **March 26, 2026** (Studio 2.0 **August 13, 2026**). AI music generation with high-quality vocals; v5.5 adds Voices (sing with your own verified voice), Custom Models trained on your uploads, and My Taste personalization. **Studio 2.0** (Aug 13) is a completely redesigned browser-based DAW with MIDI support, audio effects, and built-in synths; Voices expanded to iOS/Android free plans Aug 7. V6 rumored but unannounced.",Suno v5.5 + Studio 2.0,GitHub Awesome,https://suno.com/blog/v5-5
🆕 Text-to-music generation with professional audio quality.,Udio,GitHub Awesome,https://www.udio.com/
"Native audio understanding and generation within GPT-4o and GPT-Realtime-2 (**May 7, 2026**, with GPT-Realtime-Translate and GPT-Realtime-Whisper); gpt-realtime-2.1 and 2.1-mini released **July 6, 2026** with improved alphanumeric recognition, noise handling, and interruption behavior.",OpenAI Audio Models,GitHub Awesome,https://openai.com/
Open-source audio and music generation.,Stability Audio,GitHub Awesome,https://stability.ai/
"💤 **Stale** (no commits since 2024-08). Open-source text-to-audio model supporting speech, music, and sound effects. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fsuno-ai%2Fbark&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Bark,GitHub Awesome,https://github.com/suno-ai/bark
"🆕 **March 2026**. Hume AI's first open-source TTS — Text Audio Dual Alignment (TADA): text and audio generated in one synchronized 1:1 token stream; zero content hallucinations, ~0.09 RTF, TADA-1B/3B-ML models (9+ languages), runs on a smartphone. MIT code, Llama 3.2 licensed weights. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHumeAI%2Ftada&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Hume TADA,GitHub Awesome,https://github.com/HumeAI/tada
"🆕 **2026-07-28 (final)**. Biggest MCP protocol change since launch: **stateless architecture** (removes `initialize`/`initialized` handshake and `Mcp-Session-Id`; every request is a self-contained HTTP POST), enabling serverless/edge deployment and horizontal scaling. Formal extension model; per-request token evaluation; 12-month deprecation window for old versions.",MCP Specification 2026-07-28,GitHub Awesome,https://modelcontextprotocol.io/specification/2026-07-28
"🆕 The ""USB-C for AI"" — open protocol by Anthropic for connecting LLMs to tools and data sources. Donated to Agentic AI Foundation (Linux Foundation) in Dec 2025.",MCP Specification,GitHub Awesome,https://modelcontextprotocol.io/
"🆕 ⚡ **Shipped on schedule July 28, 2026** — the biggest revision since launch. **Stateless protocol core**: the `initialize` handshake and protocol-level session are gone, so every request is self-describing and any request can land on any instance behind a plain round-robin load balancer. **Multi Round-Trip Requests (MRTR)** replace held-open bidirectional streams for sampling/elicitation. Method and tool names now travel in `Mcp-Method` / `Mcp-Name` HTTP headers so gateways can route and authorize on headers alone. List responses carry cache hints + deterministic ordering (stable upstream prompt caches across reconnects). **Extensions Framework** formalized, with Tasks joining MCP Apps and Enterprise Managed Authorization (EMA). **Authorization hardening**: RFC 9207 issuer validation and a formal shift from Dynamic Client Registration (DCR) to Client ID Metadata Documents (CIMD). Plus a formal 12-month minimum deprecation window. Tier-1 TypeScript / Python / Go / C# SDKs updated day-one. Scale context: Tier-1 SDKs now see ~half a billion downloads a month, with TS and Python each past 1B total. [SDK betas shipped June 29, 2026](https://blog.modelcontextprotocol.io/posts/sdk-betas-2026-07-28/); [RC announced May 21, 2026](https://blog.modelcontextprotocol.io/posts/2026-07-28-release-candidate/).",MCP 2026-07-28,GitHub Awesome,https://blog.modelcontextprotocol.io/posts/2026-07-28/
Official reference implementations of MCP servers for popular services. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmodelcontextprotocol%2Fservers&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),MCP Servers,GitHub Awesome,https://github.com/modelcontextprotocol/servers
Official TypeScript SDK for building MCP clients and servers. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmodelcontextprotocol%2Ftypescript-sdk&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),MCP TypeScript SDK,GitHub Awesome,https://github.com/modelcontextprotocol/typescript-sdk
Official Python SDK for MCP implementation. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmodelcontextprotocol%2Fpython-sdk&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),MCP Python SDK,GitHub Awesome,https://github.com/modelcontextprotocol/python-sdk
🆕 Community directory of MCP servers and tools.,mcp.so,GitHub Awesome,https://mcp.so/
"🆕 Community launchpad for discovering and showcasing AI agents, MCPs, and indie agent products — submit your launch, get on the weekly leaderboard, and let the right builders find you. ⚠️ **Unverified** (early-stage).",Agents Launchpad,GitHub Awesome,https://launchpad.smartbizcalc.com
"🆕 ⚠️ **Unverified.** Listed in the MCP Registry as `io.corpusiq/multi-source-mcp` — multi-source business data connector with 25+ integrations (GA4, Google Ads, TikTok, YouTube, Shopify, Stripe, Airtable, Slack, HubSpot, Calendly, Klaviyo, and more). Intelligent query routing, cross-source attribution, unified business intelligence. Live as `io.corpusiq/multi-source-mcp`. HTTP transport with Ed25519 signature auth.",CorpusIQ,GitHub Awesome,https://mcp2.corpusiq.io/mcp
"🆕 ⚠️ **Unverified.** Listed in the MCP Registry as `io.agentage/memory` — one shared, file-backed memory every AI (Claude / Cursor / ChatGPT) reads and writes; mirrored locally as plain markdown you own and can export. Remote Streamable HTTP at `https://memory.agentage.io/mcp` with OAuth 2.1 + PKCE + Dynamic Client Registration. Six tools: `memory__search/read/write/edit/list/delete`. [Docs](https://agentage.io/blog/mcp-endpoint-is-live).",Agentage Memory,GitHub Awesome,https://memory.agentage.io/mcp
⚠️ **Unverified** (early-stage). Gateway server for routing and managing MCP connections. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FZijian-Ni%2Fmcp-gateway&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),mcp-gateway,GitHub Awesome,https://github.com/Zijian-Ni/mcp-gateway
"Open standard for agent-to-agent communication, originated at Google, now a Linux Foundation project with 150+ partner organizations. **v1.0 shipped May 2026**. Enables agents to discover, delegate, and collaborate regardless of framework; SDKs for Python, Go, JS, Java, .NET, Rust. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fa2aproject%2FA2A&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",A2A Protocol,GitHub Awesome,https://github.com/a2aproject/A2A
🆕 Free course on building multi-agent systems with A2A.,A2A Course (DeepLearning.AI),GitHub Awesome,https://www.deeplearning.ai/short-courses/a2a-the-agent2agent-protocol/
"🆕 Linux Foundation body stewarding open agent standards — hosts MCP, goose, AGENTS.md, and agentgateway. Founding platinum members: AWS, Anthropic, Block, Bloomberg, Cloudflare, Google, Microsoft, OpenAI.",Agentic AI Foundation,GitHub Awesome,https://aaif.io/
"🆕 Open Markdown convention — ""a README for agents"" — giving AI coding agents a predictable place for project-specific context and instructions. Used by 60k+ open-source projects; stewarded by the Agentic AI Foundation (Linux Foundation).",AGENTS.md,GitHub Awesome,https://agents.md/
"🆕 **May 26, 2026**. Coinbase ships an MCP server for the Base blockchain, letting Claude / Cursor / ChatGPT agents execute crypto trades and lending operations on-chain. First major exchange-grade MCP endpoint for autonomous on-chain transactions.",Coinbase Base MCP,GitHub Awesome,https://fortune.com/2026/05/26/coinbase-pushes-further-into-ai-payments-with-new-mcp-for-base-network/
"🆕 ⚡ **August 6, 2026 (Cloudflare Agents Week, Aug 3–7)**. One-line addition to make any website or web app discoverable and usable by AI agents — publishers retain control over access and pricing, while agents get structured access to web content. Part of Cloudflare's vision for an open Agentic Internet (readable, discoverable, callable, payable).",Cloudflare WebMCP,GitHub Awesome,https://blog.cloudflare.com/agents-week-review-august-2026/
"🆕 **May 27, 2026** (beta). First US broker to expose stock trading via MCP. AI agents (Claude / Codex / Cursor) get read access to accounts and trade-execute access only inside a dedicated ring-fenced Agentic account; push notifications on every trade, one-tap kill switch.",Robinhood Agentic Trading MCP,GitHub Awesome,https://robinhood.com/us/en/newsroom/robinhood-is-now-open-to-agents/
"⚠️ Draft (v0.2) declaration of principles for AI agents and humans, signed publicly via GitHub pull request. Early-stage — a handful of signatories at last check.",The Declaration of Intelligence,GitHub Awesome,https://thedeclaration.ai
"⚠️ **Unverified.** Cross-chain intent execution protocol for AI agents. Claims ERC-8004 on-chain identity, zkTLS/TEE attestation, and a typed intent schema enabling agents to autonomously execute transactions across NEAR, Base, and Mantle with verifiable execution proofs. New repo, independent adoption unverified — listed for visibility, evaluate before depending on it.",Kuberna Labs,GitHub Awesome,https://github.com/kawacukennedy/kuberna-labs
"🆕 **July 20, 2026 (v0.19.0 ""2026.7.20"" — The Quicksilver Release)**. NousResearch's open-source general-purpose agent that learns and grows alongside you — self-improving through a continuous learning loop that creates new skills from each interaction. MIT license; **231,000+ stars**. Designed as a universal agent harness compatible with any task domain. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNousResearch%2Fhermes-agent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Hermes Agent,GitHub Awesome,https://github.com/NousResearch/hermes-agent
"🆕 **May 2026 (v5.1.0)**. Agentic skills framework and software development methodology from Jesse Vincent (obra) — skills encode senior-engineer practices (TDD, YAGNI, DRY) as reusable agent instructions; ships a subagent-driven-development workflow. MIT license; **271,000+ stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fobra%2Fsuperpowers&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Superpowers,GitHub Awesome,https://github.com/obra/superpowers
"🆕 ⚡ **August 2026 (v0.84.2, Aug 14)**. Earendil's open-source agent harness: unified multi-provider LLM API (`@earendil-works/pi-ai`), agent runtime with tool calling and state management (`@earendil-works/pi-agent-core`), interactive coding agent CLI (`@earendil-works/pi-coding-agent`), TUI library, and vendor-neutral telemetry. Works with OpenAI, Anthropic, Google, and more. MIT license; **90,000+ stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fearendil-works%2Fpi&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Pi Agent Harness,GitHub Awesome,https://github.com/earendil-works/pi
"🆕 **June 2026**. Agent framework from Dietrich Gebert that makes AI agents think like a lazy senior developer: minimal code, maximum correctness. Works with 20+ agents. MIT license; **103,000+ stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FDietrichGebert%2Fponytail&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Ponytail,GitHub Awesome,https://github.com/DietrichGebert/ponytail
"🆕 ⚡ **August 2026 (alpha)**. NVIDIA Object-Oriented Agents: a model-agnostic Python framework that unifies prompt templates, tool schemas, callback code, and workflow graphs into a single Python class. Methods with a body stay as deterministic code; bodyless methods are completed at runtime by an LLM loop. Achieves high scores on SWE-bench Verified and CyberGym L1 with roughly half the tokens of comparable frameworks. Apache-adjacent license (NOASSERTION); run in sandboxed environments due to alpha status. **1,627 stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNVIDIA-NeMo%2Flabs-OO-Agents&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",NVIDIA NOOA (labs-OO-Agents),GitHub Awesome,https://github.com/NVIDIA-NeMo/labs-OO-Agents
"🆕 **July 2026 (v0.1.0)**. PyTorch-native agentic reinforcement learning framework from NVIDIA NeMo Labs — lean ~9,000-line codebase treats the **agent as the core program** rather than a side-effect of training. Single asynchronous loop, Ray for distributed execution, vLLM for rollouts, NeMo AutoModel + FSDP2 for the policy actor. Supports 100B+ MoE models. RL estimators: REINFORCE, REINFORCE-baseline, RLOO, GRPO, DR-GRPO, GAE (PPO), on-policy distillation. Ships with Slurm scripts + prebuilt containers. Statistically comparable to a Megatron-based stack at matched async protocols. Apache-2.0. **910 stars**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNVIDIA-NeMo%2Flabs-molt&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",NVIDIA Molt,GitHub Awesome,https://github.com/NVIDIA-NeMo/labs-molt
"🆕 **June 17, 2026 (Vercel Ship 2026)**. Open-source, filesystem-first TypeScript agent framework — an agent is a directory of files (instructions, tools, skills) that Vercel compiles into a durable service with sandboxed execution, approvals, evals, and OpenTelemetry built in. Works with any model, any MCP server, and channels like Slack / Discord / GitHub; billed as ""Next.js for agents."" Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fvercel%2Feve&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Vercel Eve,GitHub Awesome,https://github.com/vercel/eve
"🆕 **June 2026**. Open-source meta-harness that sits above the coding agents you already run (Claude Code, Codex, Pi, custom) and makes them interoperable parts of one system — compose agents, enforce shared security policies, and share / collaborate in real time. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fomnigent-ai%2Fomnigent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Databricks Omnigent,GitHub Awesome,https://github.com/omnigent-ai/omnigent
"🆕 **June 2026**. Enterprise agentic framework for telecom Network Services Platforms (NSP), deploying agents to reason and execute routing/maintenance on complex IP networks.",Nokia NSP Agentic AI,GitHub Awesome,https://www.globenewswire.com/news-release/2026/06/11/3310210/0/en/nokia-introduces-agentic-ai-framework-in-network-services-platform-to-enable-trust-based-ai-operations-for-ip-networks.html
"🆕 **May 2026**. Packages trusted Alteryx datasets and workflows into conversational agents; creates and manages MCP endpoints via the new Alteryx One MCP Server (answers in Claude, ChatGPT, Gemini).",Alteryx Agent Studio,GitHub Awesome,https://www.alteryx.com/blog/new-capabilities-in-alteryx-one-built-for-how-analysts-work
"🆕 **May 21, 2026 — KotlinConf 2026** (latest artifact: koog-agents 1.1.1, July 2026). JetBrains' open-source agent framework for **Kotlin + Java** hits a stable 1.0 with a long-term-supported stable API surface. Kotlin Multiplatform deployment (JVM / Android / iOS / JS / WASM), Java interop without wrapper modules, local Android LiteRT, OpenTelemetry across all targets, graph-based workflows, Spring Boot / Ktor integration, and providers for OpenAI / Anthropic / Google / Bedrock. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FJetBrains%2Fkoog&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Koog 1.0,GitHub Awesome,https://github.com/JetBrains/koog
Build context-aware reasoning applications with LLMs. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flangchain-ai%2Flangchain&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),LangChain,GitHub Awesome,https://github.com/langchain-ai/langchain
"Build resilient language agents as graphs with stateful, multi-actor orchestration. **Latest stable 1.2.11 (August 11, 2026)**. 1.2.11 delivers tracing and checkpointing stability fixes. The 0.3.x series (2025) split prebuilt agents into `langgraph-prebuilt` (Supervisor, Swarm, LangMem, Trustcall). **v1.2 (May 2026)** adds per-node timeouts / error recovery / graceful shutdown, a new `DeltaChannel` to cut checkpoint overhead on long threads, and a content-block-centric streaming API v3. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flangchain-ai%2Flanggraph&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",LangGraph,GitHub Awesome,https://github.com/langchain-ai/langgraph
Framework for orchestrating role-playing autonomous AI agents in collaborative teams. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FcrewAIInc%2FcrewAI&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),CrewAI,GitHub Awesome,https://github.com/crewAIInc/crewAI
"⚡ Open-source, extensible AI agent from Block (Rust desktop app + CLI) that installs, executes, edits, and tests with any LLM; 15+ providers; hosted by the Agentic AI Foundation (Linux Foundation). **v1.46.0 (August 12, 2026)**: unrolled agent loop, cache-safe request assembly, streaming shell output, per-message usage stats. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fblock%2Fgoose&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",goose,GitHub Awesome,https://github.com/block/goose
"🆕 ⚡ **Stable 1.0.0 shipped July 27, 2026; latest v1.0.2 (August 15, 2026)**. Community-driven fork of Microsoft AutoGen — the active development path after Microsoft placed AutoGen in maintenance mode in Q1 2026. Now out of beta. Preserves the conversable-agent model with continued bug fixes, new integrations, and feature work. Apache-2.0. Drop-in migration from existing AutoGen projects. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fag2ai%2Fag2&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AG2,GitHub Awesome,https://github.com/ag2ai/ag2
"🆕 Unified framework merging AutoGen + Semantic Kernel. Multi-agent conversations with enterprise features. **v1.14.0 (August 14, 2026)** is the latest stable release; recent versions added improved multi-agent routing, enhanced observability hooks, and Grok provider support.",Microsoft Agent Framework,GitHub Awesome,https://learn.microsoft.com/en-us/agent-framework/
"🆕 **GA May 2026**. Enterprise observability + governance + security for AI agents across environments; May 2026 update adds Secure Access Service Edge (SASE) for agents, threat detection / blocking, and agent-threat-hunting workflows. KPMG announced a global deployment covering 276,000 professionals (June 9, 2026).",Microsoft Agent 365,GitHub Awesome,https://techcommunity.microsoft.com/blog/agent-365-blog/what%E2%80%99s-new-in-agent-365-may-2026/4516340
"🆕 **June 2, 2026 (Build 2026)**. Microsoft's always-on personal work agent for Microsoft 365, built on the open-source OpenClaw runtime.",Microsoft Scout,GitHub Awesome,https://www.microsoft.com/en-us/microsoft-365/blog/2026/06/02/introducing-microsoft-scout-your-always-on-personal-agent/
"💤 **Maintenance mode** (last release Sep 2025; superseded by Microsoft Agent Framework, community-managed going forward). Multi-agent conversation framework by Microsoft. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmicrosoft%2Fautogen&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AutoGen,GitHub Awesome,https://github.com/microsoft/autogen
"🆕 Modular framework integrated with Gemini and Vertex AI. Hierarchical agent compositions. **v2.7.0 is the current release (August 13, 2026)** — ADK 2.x moved from a hierarchical agent executor to a graph-based workflow runtime; a parallel v1.36.x maintenance line continues for 1.x users (v1.36.2, July 21, 2026). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fgoogle%2Fadk-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Google Agent Development Kit (ADK),GitHub Awesome,https://github.com/google/adk-python
"🆕 [Next evolution shipped April 15, 2026](https://openai.com/index/the-next-evolution-of-the-agents-sdk/) — native sandbox execution, MCP-native tool use, sub-agent handoffs, Codex-style filesystem ops. Production-ready multi-agent workflows. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fopenai%2Fopenai-agents-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",OpenAI Agents SDK,GitHub Awesome,https://github.com/openai/openai-agents-python
Multi-agent framework assigning different roles to GPTs for collaborative software entities. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fgeekan%2FMetaGPT&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),MetaGPT,GitHub Awesome,https://github.com/geekan/MetaGPT
"🆕 ⚡ **v2.31.0 (August 15, 2026)** — near-daily release cadence; a 1.107.x maintenance line stays active. Agent framework from the Pydantic team that brings FastAPI-style ergonomics and real type safety to LLM apps — structured outputs validated by Pydantic models, dependency injection, streaming, and model-agnostic providers. The default pick when you want static typing and validated tool I/O rather than free-form prompt chaining. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fpydantic%2Fpydantic-ai&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Pydantic AI,GitHub Awesome,https://github.com/pydantic/pydantic-ai
"🆕 ⚡ TypeScript-first agent framework with workflow-driven development and built-in observability. **`@mastra/core@1.59.0` (August 14, 2026)**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmastra-ai%2Fmastra&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Mastra,GitHub Awesome,https://github.com/mastra-ai/mastra
"🆕 ⚠️ **Unverified** (35 stars, MIT). Autonomous omnidisciplinary research orchestrator built as a **Claude Code plugin** — scientist/coder/auditor multi-agent loop takes a bare topic all the way to running experiments with no human-written experimental code. 18 roles in 230.6 KiB of prompts across 10+ disciplines; 30-day continuous autonomous run documented. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAutoResearch-Factory%2FAgon&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Agon,GitHub Awesome,https://github.com/AutoResearch-Factory/Agon
"⚠️ **Unverified** (early-stage, low adoption). Self-hosted, open-source AI agent platform. Multi-provider (Claude, OpenAI, Gemini, Ollama), MCP-native, Chain Engine for visual workflow automation, long-term memory (pgvector), multi-user RBAC, GDPR-compliant by architecture. AGPL-3.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FOntheia%2Fontheia&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Ontheia,GitHub Awesome,https://github.com/Ontheia/ontheia
"📦 **Archived** (2026-01). Assemble, configure, and deploy autonomous AI agents in your browser. Influential first-wave project, kept for historical reference; no longer maintained. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Freworkd%2FAgentGPT&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AgentGPT,GitHub Awesome,https://github.com/reworkd/AgentGPT
Experimental self-building autonomous agent framework; the original 2023 task-management BabyAGI now lives at [babyagi_archive](https://github.com/yoheinakajima/babyagi_archive). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fyoheinakajima%2Fbabyagi&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),BabyAGI,GitHub Awesome,https://github.com/yoheinakajima/babyagi
"💤 **Stale** (no commits since 2025-01). Open-source autonomous AI agent framework to build, manage & run agents. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FTransformerOptimus%2FSuperAGI&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",SuperAGI,GitHub Awesome,https://github.com/TransformerOptimus/SuperAGI
"Integrate LLM technology into apps. C#, Python, Java support. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmicrosoft%2Fsemantic-kernel&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Semantic Kernel,GitHub Awesome,https://github.com/microsoft/semantic-kernel
"⚡ Build multi-modal agents with memory, knowledge, tools and reasoning; **v2.9.0 (August 13, 2026)**, with a 3.0.0 alpha line underway. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fagno-agi%2Fagno&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Agno (formerly Phidata),GitHub Awesome,https://github.com/agno-agi/agno
The framework for programming—not prompting—language models. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fstanfordnlp%2Fdspy&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),DSPy,GitHub Awesome,https://github.com/stanfordnlp/dspy
"🆕 Personal AI agent platform with skills, memory, multi-channel messaging, Dreaming (3-stage memory consolidation), Canvas/A2UI, ACP coding harness integration, and Standing Orders. Latest: **v2026.7.1** (July 13, 2026). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fopenclaw%2Fopenclaw&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",OpenClaw,GitHub Awesome,https://github.com/openclaw/openclaw
